,UNITID,DVADM01,DVADM02,DVADM03,DVADM04,DVADM05,DVADM06,DVADM07,DVADM08,DVADM09,DVADM10,DVADM11,DVADM12,LPBOOKSP,LPMEDIAP,LPSERIAP,LEBOOKSP,LEDATABP,LEMEDIAP,LESERIAP,LSALWAGP,LFRNGBNP,LEXMSBBP,LEXMSCSP,LEXMSOTP,LEXOMTLP,LEXPTOTF,ENRTOT,FTE,ENRFT,ENRPT,PCTENRWH,PCTENRBK,PCTENRHS,PCTENRAP,PCTENRAS,PCTENRNH,PCTENRAN,PCTENR2M,PCTENRUN,PCTENRNR,PCTENRW,PCTFT1ST,EFUG,EFUG1ST,EFUGTRN,EFUGCNT,EFUGNDG,EFUGFT,EFUG1SFT,EFUGTRFT,EFUGCNFT,EFUGNDFT,EFUGPT,EFUG1SPT,EFUGTRPT,EFUGCNPT,EFUGNDPT,PCUENRWH,PCUENRBK,PCUENRHS,PCUENRAP,PCUENRAS,PCUENRNH,PCUENRAN,PCUENR2M,PCUENRUN,PCUENRNR,PCUENRW,EFGRAD,EFGRADFT,EFGRADPT,PCGENRWH,PCGENRBK,PCGENRHS,PCGENRAP,PCGENRAS,PCGENRNH,PCGENRAN,PCGENR2M,PCGENRUN,PCGENRNR,PCGENRW,DVEF01,DVEF02,DVEF03,DVEF05,DVEF06,DVEF07,DVEF09,DVEF10,DVEF11,DVEF13,DVEF14,DVEF15,DVEF16,RMINSTTN,RMOUSTTN,RMFRGNCN,RMUNKNWN,RMINSTTP,RMOUSTTP,RMFRGNCP,RMUNKNWP,PCTDEEXC,PCTDESOM,PCTDENON,PCUDEEXC,PCUDESOM,PCUDENON,PCGDEEXC,PCGDESOM,PCGDENON,GRRTTOT,GRRTM,GRRTW,GRRTAN,GRRTAP,GRRTAS,GRRTNH,GRRTBK,GRRTHS,GRRTWH,GRRT2M,GRRTUN,GRRTNR,TRRTTOT,GBA4RTT,GBA5RTT,GBA6RTT,GBA6RTM,GBA6RTW,GBA6RTAN,GBA6RTAP,GBA6RTAS,GBA6RTNH,GBA6RTBK,GBA6RTHS,GBA6RTWH,GBA6RT2M,GBA6RTUN,GBA6RTNR,GBATRRT,PGGRRTT,PGBA6RT,SSGRRTT,SSBA6RT,NRGRRTT,NRBA6RT,SALTOTL,SALPROF,SALASSC,SALASST,SALINST,SALLECT,SALNRNK,SFTETOTL,SFTEPSTC,SFTEINST,SFTERSRC,SFTEPBSV,SFTELCAI,SFTELCA,SFTEOTIS,SFTEMNGM,SFTEBFO,SFTECES,SFTECLAM,SFTEHLTH,SFTEOTHR,SFTESRVC,SFTESALE,SFTEOFAS,SFTENRCM,SFTEPTMM,OM1TOTLAWDP4_x,OM1TOTLAWDP6_x,OM1TOTLAWDP8_x,OM1TOTLENYP8_x,OM1TOTLENAP8_x,OM1TOTLENUP8_x,OM1TOTLCRTP8_x,OM1TOTLASCP8_x,OM1TOTLBACP8_x,OM1PELLAWDP4_x,OM1PELLAWDP6_x,OM1PELLAWDP8_x,OM1PELLENYP8_x,OM1PELLENAP8_x,OM1PELLENUP8_x,OM1PELLCRTP8_x,OM1PELLASCP8_x,OM1PELLBACP8_x,OM1NPELAWDP4_x,OM1NPELAWDP6_x,OM1NPELAWDP8_x,OM1NPELENYP8_x,OM1NPELENAP8_x,OM1NPELENUP8_x,OM1NPELCRTP8_x,OM1NPELASCP8_x,OM1NPELBACP8_x,OM2TOTLAWDP4_x,OM2TOTLAWDP6_x,OM2TOTLAWDP8_x,OM2TOTLENYP8_x,OM2TOTLENAP8_x,OM2TOTLENUP8_x,OM2TOTLCRTP8_x,OM2TOTLASCP8_x,OM2TOTLBACP8_x,OM2PELLAWDP4_x,OM2PELLAWDP6_x,OM2PELLAWDP8_x,OM2PELLENYP8_x,OM2PELLENAP8_x,OM2PELLENUP8_x,OM2PELLCRTP8_x,OM2PELLASCP8_x,OM2PELLBACP8_x,OM2NPELAWDP4_x,OM2NPELAWDP6_x,OM2NPELAWDP8_x,OM2NPELENYP8_x,OM2NPELENAP8_x,OM2NPELENUP8_x,OM2NPELCRTP8_x,OM2NPELASCP8_x,OM2NPELBACP8_x,OM3TOTLAWDP4_x,OM3TOTLAWDP6_x,OM3TOTLAWDP8_x,OM3TOTLENYP8_x,OM3TOTLENAP8_x,OM3TOTLENUP8_x,OM3TOTLCRTP8_x,OM3TOTLASCP8_x,OM3TOTLBACP8_x,OM3PELLAWDP4_x,OM3PELLAWDP6_x,OM3PELLAWDP8_x,OM3PELLENYP8_x,OM3PELLENAP8_x,OM3PELLENUP8_x,OM3PELLCRTP8_x,OM3PELLASCP8_x,OM3PELLBACP8_x,OM3NPELAWDP4_x,OM3NPELAWDP6_x,OM3NPELAWDP8_x,OM3NPELENYP8_x,OM3NPELENAP8_x,OM3NPELENUP8_x,OM3NPELCRTP8_x,OM3NPELASCP8_x,OM3NPELBACP8_x,OM4TOTLAWDP4_x,OM4TOTLAWDP6_x,OM4TOTLAWDP8_x,OM4TOTLENYP8_x,OM4TOTLENAP8_x,OM4TOTLENUP8_x,OM4TOTLCRTP8_x,OM4TOTLASCP8_x,OM4TOTLBACP8_x,OM4PELLAWDP4_x,OM4PELLAWDP6_x,OM4PELLAWDP8_x,OM4PELLENYP8_x,OM4PELLENAP8_x,OM4PELLENUP8_x,OM4PELLCRTP8_x,OM4PELLASCP8_x,OM4PELLBACP8_x,OM4NPELAWDP4_x,OM4NPELAWDP6_x,OM4NPELAWDP8_x,OM4NPELENYP8_x,OM4NPELENAP8_x,OM4NPELENUP8_x,OM4NPELCRTP8_x,OM4NPELASCP8_x,OM4NPELBACP8_x,OM1TOTLAWDP4_y,OM1TOTLAWDP6_y,OM1TOTLAWDP8_y,OM1TOTLENYP8_y,OM1TOTLENAP8_y,OM1TOTLENUP8_y,OM1TOTLCRTP8_y,OM1TOTLASCP8_y,OM1TOTLBACP8_y,OM1PELLAWDP4_y,OM1PELLAWDP6_y,OM1PELLAWDP8_y,OM1PELLENYP8_y,OM1PELLENAP8_y,OM1PELLENUP8_y,OM1PELLCRTP8_y,OM1PELLASCP8_y,OM1PELLBACP8_y,OM1NPELAWDP4_y,OM1NPELAWDP6_y,OM1NPELAWDP8_y,OM1NPELENYP8_y,OM1NPELENAP8_y,OM1NPELENUP8_y,OM1NPELCRTP8_y,OM1NPELASCP8_y,OM1NPELBACP8_y,OM2TOTLAWDP4_y,OM2TOTLAWDP6_y,OM2TOTLAWDP8_y,OM2TOTLENYP8_y,OM2TOTLENAP8_y,OM2TOTLENUP8_y,OM2TOTLCRTP8_y,OM2TOTLASCP8_y,OM2TOTLBACP8_y,OM2PELLAWDP4_y,OM2PELLAWDP6_y,OM2PELLAWDP8_y,OM2PELLENYP8_y,OM2PELLENAP8_y,OM2PELLENUP8_y,OM2PELLCRTP8_y,OM2PELLASCP8_y,OM2PELLBACP8_y,OM2NPELAWDP4_y,OM2NPELAWDP6_y,OM2NPELAWDP8_y,OM2NPELENYP8_y,OM2NPELENAP8_y,OM2NPELENUP8_y,OM2NPELCRTP8_y,OM2NPELASCP8_y,OM2NPELBACP8_y,OM3TOTLAWDP4_y,OM3TOTLAWDP6_y,OM3TOTLAWDP8_y,OM3TOTLENYP8_y,OM3TOTLENAP8_y,OM3TOTLENUP8_y,OM3TOTLCRTP8_y,OM3TOTLASCP8_y,OM3TOTLBACP8_y,OM3PELLAWDP4_y,OM3PELLAWDP6_y,OM3PELLAWDP8_y,OM3PELLENYP8_y,OM3PELLENAP8_y,OM3PELLENUP8_y,OM3PELLCRTP8_y,OM3PELLASCP8_y,OM3PELLBACP8_y,OM3NPELAWDP4_y,OM3NPELAWDP6_y,OM3NPELAWDP8_y,OM3NPELENYP8_y,OM3NPELENAP8_y,OM3NPELENUP8_y,OM3NPELCRTP8_y,OM3NPELASCP8_y,OM3NPELBACP8_y,OM4TOTLAWDP4_y,OM4TOTLAWDP6_y,OM4TOTLAWDP8_y,OM4TOTLENYP8_y,OM4TOTLENAP8_y,OM4TOTLENUP8_y,OM4TOTLCRTP8_y,OM4TOTLASCP8_y,OM4TOTLBACP8_y,OM4PELLAWDP4_y,OM4PELLAWDP6_y,OM4PELLAWDP8_y,OM4PELLENYP8_y,OM4PELLENAP8_y,OM4PELLENUP8_y,OM4PELLCRTP8_y,OM4PELLASCP8_y,OM4PELLBACP8_y,OM4NPELAWDP4_y,OM4NPELAWDP6_y,OM4NPELAWDP8_y,OM4NPELENYP8_y,OM4NPELENAP8_y,OM4NPELENUP8_y,OM4NPELCRTP8_y,OM4NPELASCP8_y,OM4NPELBACP8_y,TUFEYR0,TUFEYR1,TUFEYR2,TUFEYR3,CINDON,CINSON,COTSON,CINDOFF,CINSOFF,COTSOFF,CINDFAM,CINSFAM,COTSFAM,F1CORREV,F1TUFEPC,F1STAPPC,F1LCAPPC,F1GVGCPC,F1PGGCPC,F1INVRPC,F1OTRVPC,F1TUFEFT,F1STAPFT,F1LCAPFT,F1GVGCFT,F1PGGCFT,F1INVRFT,F1OTRVFT,F1COREXP,F1INSTFT,F1RSRCFT,F1PBSVFT,F1ACSPFT,F1STSVFT,F1INSUFT,F1OTEXFT,F1INSTPC,F1RSRCPC,F1PBSVPC,F1ACSPPC,F1STSVPC,F1INSUPC,F1OTEXPC,F1SWINSP,F1SWRSRP,F1SWPBSP,F1SWACSP,F1SWSTSP,F1SWISPP,F1SWOTEP,F1SWCREP,F1ENDMFT,F1SAFBPC,F1SALRPC,F1EQUITR,F2CORREV,F2TUFEPC,F2GVGCPC,F2PGGCPC,F2INVRPC,F2OTRVPC,F2TUFEFT,F2GVGCFT,F2PGGCFT,F2INVRFT,F2OTRVFT,F2COREXP,F2INSTFT,F2RSRCFT,F2PBSVFT,F2ACSPFT,F2STSVFT,F2INSUFT,F2OTEXFT,F2INSTPC,F2RSRCPC,F2PBSVPC,F2ACSPPC,F2STSVPC,F2INSUPC,F2OTEXPC,F2SWINSP,F2SWRSRP,F2SWPBSP,F2SWACSP,F2SWSTSP,F2SWISPP,F2SWOTEP,F2SWCREP,F2ENDMFT,F2SAFBPC,F2SALRPC,F2EQUITR,F3CORREV,F3TUFEPC,F3GVGCPC,F3PGGCPC,F3INVRPC,F3SSEAPC,F3OTRVPC,F3TUFEFT,F3GVGCFT,F3PGGCFT,F3INVRFT,F3SSEAFT,F3OTRVFT,F3COREXP,F3INSTFT,F3RSRCFT,F3PBSVFT,F3ACSPFT,F3STSVFT,F3INSUFT,F3OTEXFT,F3INSTPC,F3RSRCPC,F3PBSVPC,F3ACSPPC,F3STSVPC,F3INSUPC,F3OTEXPC,F3SWINSP,F3SWRSRP,F3SWPBSP,F3SWACSP,F3SWSTSP,F3SWISPP,F3SWOTEP,F3SWCREP,F3SAFBPC,F3SALRPC,F3EQUITR,ASCDEG,BASDEG,MASDEG,CERT1,CERT2,CERT4,PBACERT,PMACERT,DocDegRS,DocDegPP,DocDegOT,SDOCDEG,SMASDEG,SBASDEG,SASCDEG,SBAMACRT,SCERT24,SCERT1,UNDUP,UNDUPUG,FTE12MN,year,DOCDEGRS,DOCDEGPP,DOCDEGOT,OM_FTFT_AWD6P_x,OM_FTFT_AWD8P_x,OM_FTFT_ENRYP_x,OM_FTFT_ENRAP_x,OM_FTFT_ENRUP_x,OM_PTFT_AWD6P_x,OM_PTFT_AWD8P_x,OM_PTFT_ENRYP_x,OM_PTFT_ENRAP_x,OM_PTFT_ENRUP_x,OM_FTNFT_AWD6P_x,OM_FTNFT_AWD8P_x,OM_FTNFT_ENRYP_x,OM_FTNFT_ENRAP_x,OM_FTNFT_ENRUP_x,OM_PTNFT_AWD6P_x,OM_PTNFT_AWD8P_x,OM_PTNFT_ENRYP_x,OM_PTNFT_ENRAP_x,OM_PTNFT_ENRUP_x,OM_FTFT_AWD6P_y,OM_FTFT_AWD8P_y,OM_FTFT_ENRYP_y,OM_FTFT_ENRAP_y,OM_FTFT_ENRUP_y,OM_PTFT_AWD6P_y,OM_PTFT_AWD8P_y,OM_PTFT_ENRYP_y,OM_PTFT_ENRAP_y,OM_PTFT_ENRUP_y,OM_FTNFT_AWD6P_y,OM_FTNFT_AWD8P_y,OM_FTNFT_ENRYP_y,OM_FTNFT_ENRAP_y,OM_FTNFT_ENRUP_y,OM_PTNFT_AWD6P_y,OM_PTNFT_AWD8P_y,OM_PTNFT_ENRYP_y,OM_PTNFT_ENRAP_y,OM_PTNFT_ENRUP_y,F1INSTPS,F1RSRCPS,F1PBSVPS,F1ACSPPS,F1STSVPS,F1INSUPS,F1OTEXPS,F1CREXPS,F2INSTPS,F2RSRCPS,F2PBSVPS,F2ACSPPS,F2STSVPS,F2INSUPS,F2OTEXPS,F2CREXPS,F3INSTPS,F3RSRCPS,F3PBSVPS,F3ACSPPS,F3STSVPS,F3INSUPS,F3OTEXPS,F3CREXPS,ACT,DVIC01,DVIC02,DVIC03,DVIC04,DVIC05,DVIC06,DVIC07,DVIC08,DVIC09,DVIC10,DVIC11,DVIC12,DVIC13,F3GOVTPC,F3GOVTFT,F3AISSFT,F3AISSPC,TFTESTF,IRPSSTF,ADMNSTF,OPRFSTF,NONPSTF
0,144005,63.0,59.0,65.0,10.0,11.0,9.0,9.0,10.0,9.0,1.0,1.0,0.0,82.0,4.0,0.0,9.0,0.0,4.0,2.0,52.0,0.0,0.0,11.0,33.0,4.0,900.0,3039.0,2323.0,1869.0,1170.0,6.0,69.0,9.0,3.0,3.0,0.0,0.0,0.0,10.0,4.0,69.0,9.0,2108.0,191.0,362.0,1492.0,63.0,1361.0,181.0,262.0,918.0,0.0,747.0,10.0,100.0,574.0,63.0,3.0,72.0,10.0,1.0,1.0,0.0,0.0,0.0,11.0,3.0,70.0,931.0,508.0,423.0,11.0,63.0,8.0,7.0,7.0,0.0,0.0,0.0,6.0,5.0,68.0,1897.0,1090.0,807.0,967.0,552.0,415.0,930.0,538.0,392.0,3.0,44.0,52.0,1.0,147.0,33.0,11.0,0.0,77.0,17.0,6.0,0.0,8.0,31.0,61.0,7.0,39.0,54.0,10.0,13.0,77.0,17.0,16.0,17.0,,,,,17.0,16.0,25.0,,16.0,25.0,48.0,7.0,11.0,17.0,17.0,17.0,,,,,17.0,17.0,50.0,,17.0,25.0,50.0,13.0,12.0,9.0,10.0,47.0,52.0,69187.0,82242.0,73643.0,71646.0,,46693.0,,638.0,218.0,218.0,0.0,0.0,82.0,10.0,72.0,71.0,41.0,10.0,46.0,14.0,156.0,67.0,0.0,47.0,31.0,11.0,3.0,13.0,17.0,3.0,51.0,29.0,,1.0,16.0,3.0,12.0,16.0,2.0,52.0,30.0,,1.0,15.0,8.0,21.0,23.0,8.0,48.0,21.0,,2.0,21.0,0.0,3.0,9.0,1.0,48.0,42.0,,3.0,6.0,0.0,3.0,8.0,2.0,49.0,41.0,,0.0,8.0,0.0,0.0,13.0,0.0,44.0,44.0,,13.0,0.0,32.0,42.0,45.0,1.0,35.0,18.0,,0.0,45.0,31.0,41.0,45.0,1.0,34.0,19.0,,0.0,45.0,37.0,45.0,45.0,1.0,39.0,14.0,,0.0,45.0,17.0,29.0,32.0,3.0,36.0,29.0,,0.0,32.0,18.0,32.0,33.0,3.0,35.0,29.0,,0.0,33.0,14.0,21.0,29.0,4.0,40.0,27.0,,0.0,29.0,3.0,13.0,17.0,3.0,51.0,29.0,,1.0,16.0,3.0,12.0,16.0,2.0,52.0,30.0,,1.0,15.0,8.0,21.0,23.0,8.0,48.0,21.0,,2.0,21.0,0.0,3.0,9.0,1.0,48.0,42.0,,3.0,6.0,0.0,3.0,8.0,2.0,49.0,41.0,,0.0,8.0,0.0,0.0,13.0,0.0,44.0,44.0,,13.0,0.0,32.0,42.0,45.0,1.0,35.0,18.0,,0.0,45.0,31.0,41.0,45.0,1.0,34.0,19.0,,0.0,45.0,37.0,45.0,45.0,1.0,39.0,14.0,,0.0,45.0,17.0,29.0,32.0,3.0,36.0,29.0,,0.0,32.0,18.0,32.0,33.0,3.0,35.0,29.0,,0.0,33.0,14.0,21.0,29.0,4.0,40.0,27.0,,0.0,29.0,10252.0,10252.0,10163.0,11366.0,26341.0,26341.0,33709.0,26341.0,26341.0,33709.0,17617.0,17617.0,24985.0,100047603.0,20.0,35.0,0.0,17.0,0.0,1.0,28.0,8615.0,15567.0,0.0,7339.0,122.0,238.0,12291.0,96718160.0,22040.0,882.0,1842.0,3883.0,3088.0,8487.0,2478.0,52.0,2.0,4.0,9.0,7.0,20.0,6.0,55.0,51.0,33.0,48.0,52.0,42.0,0.0,47.0,2679.0,70.0,46.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,353.0,159.0,0.0,0.0,0.0,3.0,0.0,9.0,80.0,0.0,89.0,159.0,353.0,0.0,3.0,0.0,0.0,3593.0,2487.0,2265.0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,144892,53.0,50.0,54.0,20.0,22.0,18.0,20.0,22.0,18.0,0.0,0.0,0.0,64.0,10.0,0.0,19.0,0.0,4.0,3.0,59.0,0.0,12.0,23.0,1.0,6.0,584.0,7806.0,5892.0,4661.0,3145.0,61.0,15.0,12.0,3.0,3.0,0.0,0.0,2.0,3.0,4.0,59.0,15.0,6229.0,925.0,628.0,3024.0,1652.0,3990.0,913.0,502.0,2575.0,0.0,2239.0,12.0,126.0,449.0,1652.0,58.0,17.0,14.0,3.0,3.0,0.0,0.0,2.0,3.0,2.0,57.0,1577.0,671.0,906.0,75.0,6.0,4.0,2.0,2.0,0.0,0.0,1.0,1.0,12.0,67.0,1846.0,763.0,1083.0,603.0,324.0,279.0,1243.0,439.0,804.0,25.0,63.0,12.0,0.0,841.0,68.0,16.0,0.0,91.0,7.0,2.0,0.0,14.0,20.0,66.0,9.0,21.0,70.0,33.0,17.0,50.0,53.0,49.0,55.0,33.0,55.0,50.0,100.0,36.0,40.0,61.0,35.0,32.0,60.0,36.0,36.0,51.0,53.0,49.0,55.0,33.0,55.0,50.0,100.0,36.0,40.0,61.0,35.0,32.0,60.0,36.0,43.0,43.0,56.0,56.0,62.0,62.0,75900.0,94525.0,77155.0,76868.0,52655.0,,,1100.0,411.0,411.0,0.0,0.0,36.0,28.0,8.0,34.0,75.0,51.0,126.0,15.0,352.0,156.0,2.0,139.0,51.0,4.0,32.0,55.0,57.0,0.0,33.0,10.0,,,57.0,23.0,49.0,51.0,0.0,38.0,11.0,,,51.0,39.0,60.0,61.0,0.0,30.0,9.0,,,61.0,4.0,39.0,42.0,0.0,47.0,11.0,,,42.0,0.0,32.0,36.0,0.0,50.0,14.0,,,36.0,6.0,42.0,44.0,0.0,46.0,10.0,,,44.0,66.0,72.0,72.0,0.0,20.0,8.0,,,72.0,62.0,66.0,67.0,1.0,22.0,11.0,,,67.0,70.0,76.0,77.0,0.0,18.0,5.0,,,77.0,42.0,51.0,53.0,1.0,20.0,25.0,,,53.0,49.0,58.0,58.0,2.0,21.0,19.0,,,58.0,39.0,48.0,51.0,1.0,20.0,28.0,,,51.0,32.0,55.0,57.0,0.0,33.0,10.0,,,57.0,23.0,49.0,51.0,0.0,38.0,11.0,,,51.0,39.0,60.0,61.0,0.0,30.0,9.0,,,61.0,4.0,39.0,42.0,0.0,47.0,11.0,,,42.0,0.0,32.0,36.0,0.0,50.0,14.0,,,36.0,6.0,42.0,44.0,0.0,46.0,10.0,,,44.0,66.0,72.0,72.0,0.0,20.0,8.0,,,72.0,62.0,66.0,67.0,1.0,22.0,11.0,,,67.0,70.0,76.0,77.0,0.0,18.0,5.0,,,77.0,42.0,51.0,53.0,1.0,20.0,25.0,,,53.0,49.0,58.0,58.0,2.0,21.0,19.0,,,58.0,39.0,48.0,51.0,1.0,20.0,28.0,,,51.0,11580.0,11678.0,11803.0,11989.0,24653.0,24653.0,26933.0,24219.0,24219.0,26499.0,15499.0,15499.0,17779.0,137014857.0,24.0,29.0,0.0,16.0,3.0,1.0,28.0,5540.0,6771.0,0.0,3665.0,642.0,194.0,6698.0,126758177.0,10719.0,169.0,933.0,2070.0,3178.0,1237.0,3443.0,49.0,1.0,4.0,10.0,15.0,6.0,16.0,64.0,61.0,49.0,56.0,46.0,100.0,0.0,52.0,9998.0,70.0,47.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1226.0,530.0,0.0,0.0,0.0,88.0,18.0,0.0,0.0,0.0,0.0,530.0,1226.0,0.0,106.0,0.0,0.0,9526.0,7537.0,5828.0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,145336,46.0,43.0,47.0,35.0,40.0,33.0,35.0,40.0,33.0,0.0,0.0,0.0,37.0,3.0,1.0,55.0,0.0,2.0,2.0,55.0,0.0,3.0,37.0,0.0,4.0,486.0,4789.0,3423.0,2565.0,2224.0,32.0,39.0,13.0,2.0,2.0,0.0,0.0,3.0,8.0,3.0,66.0,7.0,3206.0,232.0,732.0,2208.0,34.0,1918.0,231.0,475.0,1211.0,1.0,1288.0,1.0,257.0,997.0,33.0,30.0,40.0,15.0,2.0,2.0,0.0,0.0,3.0,9.0,1.0,63.0,1583.0,647.0,936.0,35.0,37.0,10.0,3.0,3.0,0.0,0.0,2.0,7.0,6.0,72.0,2811.0,1515.0,1296.0,1049.0,603.0,446.0,1762.0,912.0,850.0,0.0,52.0,47.0,0.0,226.0,6.0,0.0,0.0,97.0,3.0,0.0,0.0,21.0,9.0,69.0,23.0,10.0,67.0,19.0,8.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67027.0,93868.0,74222.0,64039.0,94500.0,51279.0,44752.0,757.0,325.0,325.0,0.0,0.0,59.0,1.0,58.0,55.0,69.0,20.0,56.0,1.0,172.0,60.0,3.0,89.0,6.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,74.0,75.0,1.0,16.0,9.0,,,75.0,73.0,75.0,77.0,1.0,14.0,9.0,,,77.0,69.0,72.0,72.0,0.0,19.0,9.0,,,72.0,46.0,54.0,56.0,1.0,28.0,15.0,,,56.0,51.0,59.0,61.0,1.0,25.0,13.0,,,61.0,42.0,49.0,52.0,0.0,32.0,16.0,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,74.0,75.0,1.0,16.0,9.0,,,75.0,73.0,75.0,77.0,1.0,14.0,9.0,,,77.0,69.0,72.0,72.0,0.0,19.0,9.0,,,72.0,46.0,54.0,56.0,1.0,28.0,15.0,,,56.0,51.0,59.0,61.0,1.0,25.0,13.0,,,61.0,42.0,49.0,52.0,0.0,32.0,16.0,,,52.0,8428.0,9412.0,9772.0,10070.0,23251.0,23251.0,30763.0,25708.0,25708.0,33220.0,14070.0,14070.0,21582.0,105188983.0,32.0,21.0,0.0,19.0,0.0,1.0,26.0,9121.0,5895.0,0.0,5314.0,55.0,351.0,7336.0,94465013.0,11641.0,183.0,1213.0,842.0,1700.0,3708.0,5924.0,46.0,1.0,5.0,3.0,7.0,15.0,23.0,66.0,52.0,45.0,50.0,53.0,53.0,15.0,49.0,624.0,70.0,49.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,838.0,430.0,0.0,0.0,0.0,2.0,6.0,10.0,38.0,7.0,55.0,430.0,838.0,0.0,8.0,0.0,0.0,5954.0,3946.0,3747.0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
